"BP","Code","Duration","Signer","Question","QuestionType","MultiUnit","SpeakerOnLeft","DyadCode","Brows_YN.code","Brows_YN.relStart","Brows_YN.relStop","Brows_YN.dur","Head-mov_YN.code","Head-mov_YN.relStart","Head-mov_YN.relStop","Head-mov_YN.dur","Main-gloss_YN.code","Main-gloss_YN.relStart","Main-gloss_YN.relStop","Main-gloss_YN.dur","Main-gloss_RC.code","Main-gloss_RC.relStart","Main-gloss_RC.relStop","Main-gloss_RC.dur","Brows_RC.code","Brows_RC.relStart","Brows_RC.relStop","Brows_RC.dur","Head-mov_RC.code","Head-mov_RC.relStart","Head-mov_RC.relStop","Head-mov_RC.dur","Non-dom_YN.code","Non-dom_YN.relStart","Non-dom_YN.relStop","Non-dom_YN.dur","Non-dom_RC.code","Non-dom_RC.relStart","Non-dom_RC.relStop","Non-dom_RC.dur","Brows_MG.code","Brows_MG.relStart","Brows_MG.relStop","Brows_MG.dur","Head-mov_MG.code","Head-mov_MG.relStart","Head-mov_MG.relStop","Head-mov_MG.dur","Non-dom_MG.code","Non-dom_MG.relStart","Non-dom_MG.relStop","Non-dom_MG.dur","Brows_MZ.code","Brows_MZ.relStart","Brows_MZ.relStop","Brows_MZ.dur","Head-mov_MZ.code","Head-mov_MZ.relStart","Head-mov_MZ.relStop","Head-mov_MZ.dur","Main-gloss_MG.code","Main-gloss_MG.relStart","Main-gloss_MG.relStop","Main-gloss_MG.dur","Main-gloss_MZ.code","Main-gloss_MZ.relStart","Main-gloss_MZ.relStop","Main-gloss_MZ.dur","Non-dom_MZ.code","Non-dom_MZ.relStart","Non-dom_MZ.relStop","Non-dom_MZ.dur"
1,"12C.mpeg",2480,"MG",1,"wh",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU1+2","9","2479","2470","HS","1350","2498","1148","","0","0","0","","0","0","0","","0","0","0","PO","1734","2459","725","","0","0","0","",0,0,0
1,"13C.mpeg",1720,"MG",1,"polar",1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU1+2","841","1716","875","HT","0","887","887","JIJ","1631","1716","85","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"14C.mpeg",2280,"MG",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"15C.mpeg",2200,"MG",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU1+2+4","0","2192","2192","HT","11","2210","2199","","0","0","0","","0","0","0","","0","0","0","JULLIE-TWEE","1532","2203","671","","0","0","0","",0,0,0
1,"16C.mpeg",4360,"MG",-1,NA,1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","PO","4086","4365","279","","0","0","0","",0,0,0
1,"17C.mpeg",4200,"MZ",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"18C.mpeg",3160,"MZ",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","AU4","0","3157","3157","NM-BC","2307","3177","870","","0","0","0","","0","0","0","",0,0,0
1,"19C.mpeg",1920,"MZ",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","AU1+2","10","1901","1891","HT","20","1911","1891","","0","0","0","","0","0","0","",0,0,0
1,"20C.mpeg",2400,"MZ",1,"polar",1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","AU1+2","4","2398","2394","HT^NM-BC","4^1845","1845^2388","1841^543","","0","0","0","JIJ","554","1075","521","",0,0,0
1,"21C.mpeg",1840,"MG",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU1+2","0","1838","1838","","0","0","0","","0","0","0","","0","0","0","","0","0","0","JIJ^PO","1218^1458","1458^1857","240^399","","0","0","0","",0,0,0
1,"22C.mpeg",1480,"MZ",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","AU1+2+4","0","1493","1493","HT^NM-BC","0^1103","771^1491","771^388","","0","0","0","","0","0","0","",0,0,0
1,"23C.mpeg",1160,"MZ",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","AU1+2","228","1166","938","HT","308","1166","858","","0","0","0","","0","0","0","",0,0,0
1,"24C.mpeg",2360,"MZ",1,"wh",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","HT","0","2172","2172","","0","0","0","JIJ^JIJ","0^1882","2^2162","2^280","",0,0,0
1,"25C.mpeg",3000,"MZ",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"26C.mpeg",1720,"MG",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU1+2","1466","1742","276","HT#tag1","1466","1742","276","","0","0","0","","0","0","0","","0","0","0","PO","1466","1742","276","","0","0","0","",0,0,0
1,"27C.mpeg",2720,"MG",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","JIJ^JIJ","0^2222","29^2732","29^510","","0","0","0","",0,0,0
1,"28C.mpeg",4280,"MZ",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"29C.mpeg",2360,"MZ",1,"polar",1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","AU1+2+4","938","2386","1448","HT#tag2","1058","2386","1328","","0","0","0","","0","0","0","PO",2058,2378,320
1,"30C.mpeg",1520,"MZ",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","JIJ","1329","1519","190","",0,0,0
1,"31C.mpeg",2480,"MZ",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","AU1+2","202","2472","2270","HT^NM","0^2162","2162^2457","2162^295","","0","0","0","JIJ^JIJ","544^2067","864^2449","320^382","",0,0,0
1,"32C.mpeg",2040,"MG",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"33C.mpeg",1600,"MZ",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"34C.mpeg",3920,"MG",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","PO","3680","3943","263","","0","0","0","",0,0,0
1,"35C.mpeg",3280,"MG",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","PO","2940","3298","358","","0","0","0","",0,0,0
1,"36C.mpeg",5280,"MG",-1,NA,1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU1+2","3350","4475","1125","","0","0","0","","0","0","0","","0","0","0","","0","0","0","PO^PO","1869^5229","2949^5274","1080^45","","0","0","0","",0,0,0
1,"37C.mpeg",2360,"MZ",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","NM-BC","1884","2379","495","","0","0","0","hold","1967","2390","423","",0,0,0
